0,31.787936507936507,44100,16,1401848,VienneseWaltz
1,31.787936507936507,44100,16,1401848,VienneseWaltz
2,31.787936507936507,44100,16,1401848,VienneseWaltz
3,31.787936507936507,44100,16,1401848,VienneseWaltz
4,30.143537414965987,44100,16,1329330,VienneseWaltz
5,31.787936507936507,44100,16,1401848,VienneseWaltz
6,31.787936507936507,44100,16,1401848,VienneseWaltz
7,31.787936507936507,44100,16,1401848,VienneseWaltz
8,30.143537414965987,44100,16,1329330,VienneseWaltz
9,31.787936507936507,44100,16,1401848,VienneseWaltz
10,31.787936507936507,44100,16,1401848,VienneseWaltz
11,29.75950113378685,44100,16,1312394,VienneseWaltz
12,31.787936507936507,44100,16,1401848,VienneseWaltz
13,30.09233560090703,44100,16,1327072,VienneseWaltz
14,31.787936507936507,44100,16,1401848,VienneseWaltz
15,31.787936507936507,44100,16,1401848,VienneseWaltz
16,30.09233560090703,44100,16,1327072,VienneseWaltz
17,31.787936507936507,44100,16,1401848,VienneseWaltz
18,30.143537414965987,44100,16,1329330,VienneseWaltz
19,31.787936507936507,44100,16,1401848,VienneseWaltz
20,31.787936507936507,44100,16,1401848,VienneseWaltz
21,31.787936507936507,44100,16,1401848,VienneseWaltz
22,31.787936507936507,44100,16,1401848,VienneseWaltz
23,31.787936507936507,44100,16,1401848,VienneseWaltz
24,31.787936507936507,44100,16,1401848,VienneseWaltz
25,31.787936507936507,44100,16,1401848,VienneseWaltz
26,31.787936507936507,44100,16,1401848,VienneseWaltz
27,31.787936507936507,44100,16,1401848,VienneseWaltz
28,31.787936507936507,44100,16,1401848,VienneseWaltz
29,31.787936507936507,44100,16,1401848,VienneseWaltz
30,31.787936507936507,44100,16,1401848,VienneseWaltz
31,31.787936507936507,44100,16,1401848,VienneseWaltz
32,31.787936507936507,44100,16,1401848,VienneseWaltz
33,31.787936507936507,44100,16,1401848,VienneseWaltz
34,31.787936507936507,44100,16,1401848,VienneseWaltz
35,31.787936507936507,44100,16,1401848,VienneseWaltz
36,31.787936507936507,44100,16,1401848,VienneseWaltz
37,31.787936507936507,44100,16,1401848,VienneseWaltz
38,31.787936507936507,44100,16,1401848,VienneseWaltz
39,30.04750566893424,44100,16,1325095,VienneseWaltz
40,31.787936507936507,44100,16,1401848,VienneseWaltz
41,31.787936507936507,44100,16,1401848,VienneseWaltz
42,31.787936507936507,44100,16,1401848,VienneseWaltz
43,31.787936507936507,44100,16,1401848,VienneseWaltz
44,31.787936507936507,44100,16,1401848,VienneseWaltz
45,31.787936507936507,44100,16,1401848,VienneseWaltz
46,31.787936507936507,44100,16,1401848,VienneseWaltz
47,31.787936507936507,44100,16,1401848,VienneseWaltz
48,31.787936507936507,44100,16,1401848,VienneseWaltz
49,31.787936507936507,44100,16,1401848,VienneseWaltz
50,30.09233560090703,44100,16,1327072,VienneseWaltz
51,31.787936507936507,44100,16,1401848,VienneseWaltz
52,30.04750566893424,44100,16,1325095,VienneseWaltz
53,30.143537414965987,44100,16,1329330,VienneseWaltz
54,31.787936507936507,44100,16,1401848,VienneseWaltz
55,31.787936507936507,44100,16,1401848,VienneseWaltz
56,31.787936507936507,44100,16,1401848,VienneseWaltz
57,31.787936507936507,44100,16,1401848,VienneseWaltz
58,31.787936507936507,44100,16,1401848,VienneseWaltz
59,30.143537414965987,44100,16,1329330,VienneseWaltz
60,30.143537414965987,44100,16,1329330,VienneseWaltz
61,31.787936507936507,44100,16,1401848,VienneseWaltz
62,31.787936507936507,44100,16,1401848,VienneseWaltz
63,31.787936507936507,44100,16,1401848,VienneseWaltz
64,31.787936507936507,44100,16,1401848,VienneseWaltz
